trade_num,entry_date,entry_premium,exit_date,exit_premium,profit_inr,costs_inr,net_profit_inr,net_profit_pct,bars_held
454,2023-03-29T04:55:00+00:00,134.91,2023-03-29T05:35:00+00:00,115.84,-572.1,7.78,-579.88,-14.328,8
455,2023-03-31T05:05:00+00:00,477.22,2023-03-31T05:10:00+00:00,461.01,-486.3,30.63,-516.93,-3.611,1
456,2023-04-03T04:50:00+00:00,445.34,2023-04-03T04:55:00+00:00,428.22,-513.6,28.14,-541.74,-4.055,1
457,2023-04-05T04:50:00+00:00,449.3,2023-04-05T04:55:00+00:00,430.48,-564.6,28.28,-592.88,-4.399,1
458,2023-04-06T05:15:00+00:00,586.91,2023-04-06T06:20:00+00:00,560.08,-804.9,38.45,-843.35,-4.79,13
459,2023-04-10T05:40:00+00:00,389.18,2023-04-10T06:10:00+00:00,370.37,-564.3,24.51,-588.81,-5.043,6
460,2023-04-11T04:55:00+00:00,490.29,2023-04-11T05:00:00+00:00,469.34,-628.5,31.13,-659.63,-4.485,1
461,2023-04-12T04:50:00+00:00,482.37,2023-04-12T09:50:00+00:00,573.5,2733.9,35.34,2698.56,18.648,60
462,2023-04-13T04:55:00+00:00,472.04,2023-04-13T05:15:00+00:00,450.47,-647.1,29.27,-676.37,-4.776,4
463,2023-04-17T04:50:00+00:00,367.52,2023-04-17T05:15:00+00:00,474.54,3210.6,28.41,3182.19,28.862,5
464,2023-04-18T05:00:00+00:00,353.89,2023-04-18T08:05:00+00:00,332.34,-646.5,21.82,-668.32,-6.295,37
465,2023-04-19T05:05:00+00:00,339.57,2023-04-19T05:10:00+00:00,318.85,-621.6,21.18,-642.78,-6.31,1
466,2023-04-20T04:50:00+00:00,318.53,2023-04-20T04:55:00+00:00,299.66,-566.1,20.25,-586.35,-6.136,1
467,2023-04-21T05:05:00+00:00,264.58,2023-04-21T05:10:00+00:00,245.36,-576.6,16.76,-593.36,-7.475,1
468,2023-04-24T05:05:00+00:00,180.68,2023-04-24T06:10:00+00:00,161.93,-562.5,10.9,-573.4,-10.579,13
469,2023-04-25T04:50:00+00:00,168.33,2023-04-25T04:55:00+00:00,146.99,-640.2,10.27,-650.47,-12.881,1
470,2023-04-26T04:50:00+00:00,92.85,2023-04-26T07:05:00+00:00,216.53,3710.4,11.13,3699.27,132.805,27
471,2023-04-27T05:15:00+00:00,109.34,2023-04-27T05:20:00+00:00,90.41,-567.9,6.61,-574.51,-17.514,1
472,2023-04-28T05:25:00+00:00,619.99,2023-04-28T05:50:00+00:00,593.39,-798.0,39.98,-837.98,-4.505,5
473,2023-05-02T04:55:00+00:00,440.36,2023-05-02T05:05:00+00:00,429.82,-316.2,28.06,-344.26,-2.606,2
474,2023-05-03T04:50:00+00:00,591.56,2023-05-03T05:45:00+00:00,581.91,-289.5,39.06,-328.56,-1.851,11
475,2023-05-04T05:10:00+00:00,599.1,2023-05-04T09:10:00+00:00,715.47,3491.1,44.31,3446.79,19.178,48
476,2023-05-05T04:55:00+00:00,539.27,2023-05-05T05:00:00+00:00,517.64,-648.9,34.37,-683.27,-4.223,1
477,2023-05-08T04:55:00+00:00,527.44,2023-05-08T05:00:00+00:00,506.67,-623.1,33.84,-656.94,-4.152,1
478,2023-05-09T04:50:00+00:00,544.08,2023-05-09T05:00:00+00:00,522.32,-652.8,34.59,-687.39,-4.211,2
479,2023-05-10T04:50:00+00:00,542.01,2023-05-10T05:10:00+00:00,655.53,3405.6,39.61,3365.99,20.701,4
480,2023-05-11T05:15:00+00:00,525.17,2023-05-11T05:25:00+00:00,502.82,-670.5,32.7,-703.2,-4.463,2
481,2023-05-12T04:50:00+00:00,476.85,2023-05-12T08:10:00+00:00,584.2,3220.5,35.46,3185.04,22.264,40
482,2023-05-15T05:00:00+00:00,324.22,2023-05-15T05:10:00+00:00,308.73,-464.7,20.59,-485.29,-4.989,2
483,2023-05-16T04:55:00+00:00,349.94,2023-05-16T05:30:00+00:00,331.32,-558.6,21.71,-580.31,-5.528,7
484,2023-05-17T04:55:00+00:00,293.44,2023-05-17T06:30:00+00:00,402.86,3282.6,24.05,3258.55,37.016,19
485,2023-05-18T04:50:00+00:00,358.96,2023-05-18T04:55:00+00:00,338.01,-628.5,22.07,-650.57,-6.041,1
486,2023-05-19T05:00:00+00:00,289.8,2023-05-19T05:05:00+00:00,272.31,-524.7,17.96,-542.66,-6.242,1
487,2023-05-22T04:55:00+00:00,209.65,2023-05-22T05:00:00+00:00,188.79,-625.8,13.19,-638.99,-10.16,1
488,2023-05-23T04:50:00+00:00,162.13,2023-05-23T04:55:00+00:00,150.24,-356.7,10.2,-366.9,-7.543,1
489,2023-05-24T04:50:00+00:00,133.17,2023-05-24T04:55:00+00:00,115.7,-524.1,7.74,-531.84,-13.312,1
490,2023-05-25T05:25:00+00:00,114.28,2023-05-25T05:35:00+00:00,95.5,-563.4,6.84,-570.24,-16.633,2
491,2023-05-26T04:50:00+00:00,492.93,2023-05-26T04:55:00+00:00,477.74,-455.7,31.38,-487.08,-3.294,1
492,2023-05-29T04:50:00+00:00,739.73,2023-05-29T08:50:00+00:00,728.42,-339.3,48.85,-388.15,-1.749,48
493,2023-05-30T04:50:00+00:00,522.47,2023-05-30T08:05:00+00:00,504.23,-547.2,32.67,-579.87,-3.7,39
494,2023-05-31T04:50:00+00:00,463.8,2023-05-31T05:30:00+00:00,455.8,-240.0,30.2,-270.2,-1.942,8
495,2023-06-01T04:50:00+00:00,472.69,2023-06-01T04:55:00+00:00,455.57,-513.6,30.4,-544.0,-3.836,1
496,2023-06-02T04:55:00+00:00,436.13,2023-06-02T05:00:00+00:00,419.36,-503.1,27.72,-530.82,-4.057,1
497,2023-06-05T04:50:00+00:00,601.61,2023-06-05T04:55:00+00:00,585.94,-470.1,39.38,-509.48,-2.823,1
498,2023-06-06T05:00:00+00:00,426.38,2023-06-06T06:25:00+00:00,410.27,-483.3,27.29,-510.59,-3.992,17
499,2023-06-07T04:50:00+00:00,415.18,2023-06-07T04:55:00+00:00,412.72,-73.8,27.09,-100.89,-0.81,1
500,2023-06-08T04:50:00+00:00,577.86,2023-06-08T04:55:00+00:00,556.5,-640.8,37.15,-677.95,-3.911,1
501,2023-06-09T05:00:00+00:00,363.59,2023-06-09T05:05:00+00:00,346.82,-503.1,23.38,-526.48,-4.827,1
502,2023-06-12T04:50:00+00:00,483.92,2023-06-12T05:15:00+00:00,471.31,-378.3,31.02,-409.32,-2.819,5
503,2023-06-13T04:50:00+00:00,362.42,2023-06-13T04:55:00+00:00,354.74,-230.4,23.53,-253.93,-2.336,1
504,2023-06-14T04:50:00+00:00,346.64,2023-06-14T05:00:00+00:00,327.88,-562.8,21.55,-584.35,-5.619,2
505,2023-06-15T04:50:00+00:00,434.4,2023-06-15T05:20:00+00:00,424.43,-299.1,27.8,-326.9,-2.508,6
506,2023-06-16T05:00:00+00:00,364.02,2023-06-16T05:20:00+00:00,346.05,-539.1,22.37,-561.47,-5.141,4
507,2023-06-19T04:50:00+00:00,283.59,2023-06-19T07:40:00+00:00,389.7,3183.3,22.52,3160.78,37.152,34
508,2023-06-20T04:55:00+00:00,254.08,2023-06-20T06:05:00+00:00,235.59,-554.7,15.29,-569.99,-7.478,14
509,2023-06-21T04:50:00+00:00,239.52,2023-06-21T04:55:00+00:00,231.31,-246.3,14.86,-261.16,-3.634,1
510,2023-06-22T04:50:00+00:00,240.38,2023-06-22T04:55:00+00:00,229.64,-322.2,14.84,-337.04,-4.674,1
511,2023-06-23T04:50:00+00:00,279.23,2023-06-23T05:15:00+00:00,258.5,-621.9,17.4,-639.3,-7.632,5
512,2023-06-26T05:05:00+00:00,148.84,2023-06-26T05:30:00+00:00,127.27,-647.1,8.37,-655.47,-14.68,5
513,2023-06-27T05:00:00+00:00,127.86,2023-06-27T05:05:00+00:00,113.19,-440.1,7.56,-447.66,-11.671,1
514,2023-06-28T04:55:00+00:00,105.87,2023-06-28T05:00:00+00:00,94.11,-352.8,6.61,-359.41,-11.316,1
515,2023-06-30T04:55:00+00:00,411.25,2023-06-30T05:10:00+00:00,397.98,-398.1,25.66,-423.76,-3.435,3
516,2023-07-03T05:05:00+00:00,461.48,2023-07-03T07:30:00+00:00,430.9,-917.4,28.57,-945.97,-6.833,29
517,2023-07-04T04:50:00+00:00,595.67,2023-07-04T06:35:00+00:00,712.74,3512.1,44.17,3467.93,19.406,21
518,2023-07-05T05:00:00+00:00,455.14,2023-07-05T05:15:00+00:00,435.04,-603.0,28.52,-631.52,-4.625,3
519,2023-07-06T04:50:00+00:00,423.42,2023-07-06T04:55:00+00:00,408.07,-460.5,27.17,-487.67,-3.839,1
520,2023-07-07T04:50:00+00:00,441.41,2023-07-07T05:20:00+00:00,542.68,3038.1,32.69,3005.41,22.696,6
521,2023-07-10T04:50:00+00:00,403.6,2023-07-10T06:05:00+00:00,504.55,3028.5,29.94,2998.56,24.765,15
522,2023-07-11T05:10:00+00:00,514.0,2023-07-11T07:55:00+00:00,493.75,-607.5,32.23,-639.73,-4.149,33
523,2023-07-12T04:50:00+00:00,332.71,2023-07-12T05:00:00+00:00,316.04,-500.1,20.96,-521.06,-5.22,2
524,2023-07-13T04:50:00+00:00,312.48,2023-07-13T04:55:00+00:00,300.96,-345.6,20.14,-365.74,-3.901,1
525,2023-07-14T04:50:00+00:00,298.13,2023-07-14T09:35:00+00:00,279.0,-573.9,18.31,-592.21,-6.621,57
526,2023-07-17T04:50:00+00:00,352.21,2023-07-17T04:55:00+00:00,333.49,-561.6,21.81,-583.41,-5.521,1
527,2023-07-18T04:50:00+00:00,395.99,2023-07-18T05:00:00+00:00,376.17,-594.6,24.8,-619.4,-5.214,2
528,2023-07-19T04:50:00+00:00,348.21,2023-07-19T05:10:00+00:00,330.17,-541.2,21.64,-562.84,-5.388,4
529,2023-07-20T04:50:00+00:00,339.42,2023-07-20T05:35:00+00:00,325.56,-415.8,21.33,-437.13,-4.293,9
530,2023-07-21T04:55:00+00:00,266.52,2023-07-21T05:35:00+00:00,250.23,-488.7,16.91,-505.61,-6.324,8
531,2023-07-24T05:00:00+00:00,187.4,2023-07-24T05:20:00+00:00,167.75,-589.5,11.19,-600.69,-10.685,4
532,2023-07-25T04:50:00+00:00,114.34,2023-07-25T04:55:00+00:00,106.38,-238.8,7.09,-245.89,-7.168,1
533,2023-07-26T05:00:00+00:00,88.33,2023-07-26T05:10:00+00:00,72.09,-487.2,4.7,-491.9,-18.563,2
534,2023-07-27T04:50:00+00:00,94.19,2023-07-27T05:00:00+00:00,80.47,-411.6,6.03,-417.63,-14.78,2
535,2023-07-28T04:50:00+00:00,750.96,2023-07-28T05:45:00+00:00,728.62,-670.2,49.11,-719.31,-3.193,11
536,2023-07-31T04:55:00+00:00,703.27,2023-07-31T05:00:00+00:00,685.37,-537.0,46.02,-583.02,-2.763,1
537,2023-08-01T04:55:00+00:00,434.6,2023-08-01T06:55:00+00:00,524.74,2704.2,32.12,2672.08,20.495,24
538,2023-08-02T04:50:00+00:00,453.15,2023-08-02T05:30:00+00:00,569.17,3480.6,34.57,3446.03,25.349,8
539,2023-08-03T05:05:00+00:00,480.0,2023-08-03T05:25:00+00:00,455.95,-721.5,30.58,-752.08,-5.223,4
540,2023-08-04T04:50:00+00:00,616.59,2023-08-04T05:05:00+00:00,598.41,-545.4,40.01,-585.41,-3.165,3
541,2023-08-07T04:55:00+00:00,643.92,2023-08-07T05:05:00+00:00,628.98,-448.2,42.35,-490.55,-2.539,2
542,2023-08-08T04:55:00+00:00,593.62,2023-08-08T05:45:00+00:00,577.43,-485.7,39.0,-524.7,-2.946,10
543,2023-08-09T04:50:00+00:00,437.54,2023-08-09T09:05:00+00:00,401.36,-1085.4,27.34,-1112.74,-8.477,51
544,2023-08-10T04:55:00+00:00,402.54,2023-08-10T05:00:00+00:00,499.67,2913.9,29.8,2884.1,23.883,1
545,2023-08-11T04:50:00+00:00,538.87,2023-08-11T05:30:00+00:00,524.95,-417.6,34.53,-452.13,-2.797,8
546,2023-08-14T05:30:00+00:00,546.45,2023-08-14T08:40:00+00:00,664.41,3538.8,39.92,3498.88,21.343,38
547,2023-08-16T04:50:00+00:00,490.29,2023-08-16T04:55:00+00:00,471.9,-551.7,31.18,-582.88,-3.963,1
548,2023-08-17T05:00:00+00:00,392.1,2023-08-17T05:05:00+00:00,376.64,-463.8,24.72,-488.52,-4.153,1
549,2023-08-18T04:50:00+00:00,478.92,2023-08-18T05:00:00+00:00,465.23,-410.7,30.77,-441.47,-3.073,2
550,2023-08-21T04:50:00+00:00,407.15,2023-08-21T09:50:00+00:00,420.86,411.3,27.09,384.21,3.146,60
551,2023-08-22T04:50:00+00:00,366.41,2023-08-22T04:55:00+00:00,354.27,-364.2,23.62,-387.82,-3.528,1
552,2023-08-23T04:55:00+00:00,288.49,2023-08-23T05:00:00+00:00,272.87,-468.6,17.94,-486.54,-5.622,1
553,2023-08-24T05:00:00+00:00,242.6,2023-08-24T06:25:00+00:00,348.71,3183.3,20.63,3162.67,43.455,17
554,2023-08-25T04:55:00+00:00,245.14,2023-08-25T05:00:00+00:00,354.33,3275.7,20.82,3254.88,44.259,1
555,2023-08-28T05:00:00+00:00,217.52,2023-08-28T05:10:00+00:00,202.85,-440.1,13.69,-453.79,-6.954,2
556,2023-08-29T04:50:00+00:00,155.29,2023-08-29T05:00:00+00:00,144.05,-337.2,9.9,-347.1,-7.451,2
557,2023-08-30T04:50:00+00:00,120.14,2023-08-30T09:00:00+00:00,251.72,3947.4,13.57,3933.83,109.146,50
558,2023-08-31T05:00:00+00:00,88.81,2023-08-31T07:40:00+00:00,205.49,3500.4,10.79,3489.61,130.977,32
559,2023-09-01T04:50:00+00:00,681.1,2023-09-01T05:35:00+00:00,797.34,3487.2,50.09,3437.11,16.821,9
560,2023-09-04T05:05:00+00:00,425.12,2023-09-04T05:20:00+00:00,404.83,-608.7,27.14,-635.84,-4.986,3
561,2023-09-05T04:50:00+00:00,387.53,2023-09-05T04:55:00+00:00,378.83,-261.0,24.67,-285.67,-2.457,1
562,2023-09-06T04:50:00+00:00,561.91,2023-09-06T05:40:00+00:00,540.72,-635.7,36.42,-672.12,-3.987,10
563,2023-09-07T05:10:00+00:00,554.26,2023-09-07T06:05:00+00:00,531.47,-683.7,35.03,-718.73,-4.322,11
564,2023-09-08T04:50:00+00:00,381.85,2023-09-08T04:55:00+00:00,366.48,-461.1,24.25,-485.35,-4.237,1
565,2023-09-11T05:00:00+00:00,389.24,2023-09-11T05:15:00+00:00,372.36,-506.4,24.56,-530.96,-4.547,3
566,2023-09-12T04:50:00+00:00,406.11,2023-09-12T05:15:00+00:00,384.03,-662.4,25.22,-687.62,-5.644,5
567,2023-09-13T04:50:00+00:00,356.22,2023-09-13T04:55:00+00:00,341.22,-450.0,22.08,-472.08,-4.417,1
568,2023-09-14T05:00:00+00:00,498.11,2023-09-14T05:10:00+00:00,476.52,-647.7,31.47,-679.17,-4.545,2
569,2023-09-15T04:55:00+00:00,343.28,2023-09-15T05:00:00+00:00,333.71,-287.1,21.61,-308.71,-2.998,1
570,2023-09-18T04:50:00+00:00,287.0,2023-09-18T05:40:00+00:00,270.4,-498.0,17.85,-515.85,-5.991,10
571,2023-09-20T05:00:00+00:00,254.86,2023-09-20T05:10:00+00:00,239.48,-461.4,15.4,-476.8,-6.236,2
572,2023-09-21T04:50:00+00:00,327.11,2023-09-21T05:00:00+00:00,306.9,-606.3,20.62,-626.92,-6.388,2
573,2023-09-22T04:55:00+00:00,268.8,2023-09-22T05:10:00+00:00,386.43,3528.9,22.11,3506.79,43.487,3
574,2023-09-25T06:25:00+00:00,169.39,2023-09-25T07:00:00+00:00,284.42,3450.9,15.46,3435.44,67.604,7
575,2023-09-26T05:00:00+00:00,150.79,2023-09-26T05:45:00+00:00,131.69,-573.0,8.51,-581.51,-12.855,9
576,2023-09-27T05:15:00+00:00,106.79,2023-09-27T07:40:00+00:00,234.09,3819.0,11.86,3807.14,118.836,29
577,2023-09-28T04:55:00+00:00,133.56,2023-09-28T05:40:00+00:00,271.18,4128.6,14.33,4114.27,102.682,9
578,2023-09-29T04:50:00+00:00,691.31,2023-09-29T04:55:00+00:00,675.42,-476.7,45.51,-522.21,-2.518,1
579,2023-10-03T05:05:00+00:00,439.14,2023-10-03T06:00:00+00:00,421.04,-543.0,27.83,-570.83,-4.333,11
580,2023-10-04T04:55:00+00:00,579.45,2023-10-04T06:15:00+00:00,561.32,-543.9,38.3,-582.2,-3.349,16
581,2023-10-05T04:50:00+00:00,405.82,2023-10-05T05:15:00+00:00,387.42,-552.0,25.29,-577.29,-4.742,5
582,2023-10-06T05:05:00+00:00,497.55,2023-10-06T05:50:00+00:00,476.71,-625.2,31.46,-656.66,-4.399,9
583,2023-10-09T05:10:00+00:00,360.66,2023-10-09T09:50:00+00:00,431.82,2134.8,26.27,2108.53,19.488,56
584,2023-10-10T04:50:00+00:00,465.19,2023-10-10T05:00:00+00:00,453.77,-342.6,30.19,-372.79,-2.671,2
585,2023-10-11T04:50:00+00:00,443.38,2023-10-11T05:20:00+00:00,423.69,-590.7,27.99,-618.69,-4.651,6
586,2023-10-12T05:05:00+00:00,316.66,2023-10-12T05:20:00+00:00,301.71,-448.5,20.26,-468.76,-4.934,3
587,2023-10-13T04:50:00+00:00,290.33,2023-10-13T05:00:00+00:00,281.55,-263.4,18.19,-281.59,-3.233,2
588,2023-10-16T04:50:00+00:00,371.66,2023-10-16T05:40:00+00:00,352.85,-564.3,23.7,-588.0,-5.274,10
589,2023-10-17T04:50:00+00:00,319.82,2023-10-17T08:05:00+00:00,309.61,-306.3,20.51,-326.81,-3.406,39
590,2023-10-18T05:00:00+00:00,226.69,2023-10-18T05:15:00+00:00,326.86,3005.1,18.76,2986.34,43.912,3
591,2023-10-19T05:05:00+00:00,234.47,2023-10-19T05:15:00+00:00,216.95,-525.6,14.41,-540.01,-7.677,2
592,2023-10-20T04:50:00+00:00,217.29,2023-10-20T05:35:00+00:00,201.01,-488.4,13.64,-502.04,-7.702,9
593,2023-10-23T05:20:00+00:00,128.04,2023-10-23T05:25:00+00:00,111.69,-490.5,7.53,-498.03,-12.965,1
594,2023-10-25T05:05:00+00:00,82.64,2023-10-25T05:10:00+00:00,67.05,-467.7,4.45,-472.15,-19.044,1
595,2023-10-26T04:55:00+00:00,85.2,2023-10-26T05:45:00+00:00,199.22,3420.6,10.56,3410.04,133.413,10
596,2023-10-27T05:35:00+00:00,713.03,2023-10-27T05:40:00+00:00,692.59,-613.2,46.41,-659.61,-3.084,1
597,2023-10-30T04:50:00+00:00,680.95,2023-10-30T05:15:00+00:00,794.87,3417.6,50.03,3367.57,16.485,5
598,2023-10-31T04:55:00+00:00,483.86,2023-10-31T05:05:00+00:00,462.93,-627.9,30.83,-658.73,-4.538,2
599,2023-11-01T05:00:00+00:00,714.03,2023-11-01T05:05:00+00:00,690.76,-698.1,46.39,-744.49,-3.476,1
600,2023-11-02T05:25:00+00:00,451.5,2023-11-02T06:15:00+00:00,547.01,2865.3,33.02,2832.28,20.91,10
601,2023-11-03T05:30:00+00:00,604.4,2023-11-03T05:35:00+00:00,581.5,-687.0,39.34,-726.34,-4.006,1
602,2023-11-06T04:50:00+00:00,613.93,2023-11-06T05:05:00+00:00,596.54,-521.7,39.91,-561.61,-3.049,3
603,2023-11-07T04:50:00+00:00,606.72,2023-11-07T06:10:00+00:00,586.28,-613.2,39.51,-652.71,-3.586,16
604,2023-11-08T04:55:00+00:00,562.3,2023-11-08T05:00:00+00:00,540.24,-661.8,36.42,-698.22,-4.139,1
605,2023-11-09T04:50:00+00:00,578.32,2023-11-09T04:55:00+00:00,561.3,-510.6,38.28,-548.88,-3.164,1
606,2023-11-10T04:50:00+00:00,544.71,2023-11-10T09:45:00+00:00,663.6,3566.7,39.86,3526.84,21.582,59
607,2023-11-13T04:50:00+00:00,388.4,2023-11-13T05:25:00+00:00,380.05,-250.5,24.72,-275.22,-2.362,7
608,2023-11-15T04:50:00+00:00,326.44,2023-11-15T09:50:00+00:00,331.11,140.1,21.16,118.94,1.215,60
609,2023-11-16T04:55:00+00:00,434.35,2023-11-16T09:35:00+00:00,426.13,-246.6,27.84,-274.44,-2.106,56
610,2023-11-17T04:50:00+00:00,358.83,2023-11-17T04:55:00+00:00,335.94,-686.7,22.02,-708.72,-6.584,1
611,2023-11-20T04:50:00+00:00,398.53,2023-11-20T05:35:00+00:00,388.58,-298.5,25.15,-323.65,-2.707,9
612,2023-11-21T04:50:00+00:00,383.13,2023-11-21T05:20:00+00:00,369.27,-415.8,24.35,-440.15,-3.829,6
613,2023-11-22T04:55:00+00:00,269.44,2023-11-22T05:15:00+00:00,259.96,-284.4,17.21,-301.61,-3.731,4
614,2023-11-23T04:50:00+00:00,271.54,2023-11-23T04:55:00+00:00,253.88,-529.8,17.11,-546.91,-6.714,1
615,2023-11-24T05:10:00+00:00,292.08,2023-11-24T07:40:00+00:00,276.96,-453.6,18.12,-471.72,-5.383,30
616,2023-11-28T05:25:00+00:00,175.32,2023-11-28T09:50:00+00:00,235.65,1809.9,13.48,1796.42,34.155,53
617,2023-11-29T04:50:00+00:00,112.58,2023-11-29T05:40:00+00:00,94.77,-534.3,6.78,-541.08,-16.021,10
618,2023-11-30T04:55:00+00:00,130.17,2023-11-30T05:00:00+00:00,111.05,-573.6,7.56,-581.16,-14.882,1
619,2023-12-01T06:00:00+00:00,744.21,2023-12-01T06:35:00+00:00,722.02,-665.7,48.81,-714.51,-3.2,7
620,2023-12-04T04:50:00+00:00,636.01,2023-12-04T05:05:00+00:00,629.17,-205.2,42.17,-247.37,-1.296,3
621,2023-12-05T04:50:00+00:00,759.96,2023-12-05T05:00:00+00:00,746.54,-402.6,49.73,-452.33,-1.984,2
622,2023-12-06T04:50:00+00:00,714.1,2023-12-06T04:55:00+00:00,692.16,-658.2,46.42,-704.62,-3.289,1
623,2023-12-07T04:55:00+00:00,704.77,2023-12-07T05:00:00+00:00,683.64,-633.9,46.01,-679.91,-3.216,1
624,2023-12-08T05:00:00+00:00,676.65,2023-12-08T05:05:00+00:00,655.05,-648.0,43.7,-691.7,-3.407,1
625,2023-12-11T04:55:00+00:00,583.01,2023-12-11T05:00:00+00:00,561.67,-640.2,38.39,-678.59,-3.88,1
626,2023-12-12T04:50:00+00:00,456.59,2023-12-12T04:55:00+00:00,436.77,-594.6,28.6,-623.2,-4.55,1
627,2023-12-13T04:55:00+00:00,404.2,2023-12-13T05:00:00+00:00,386.62,-527.4,25.23,-552.63,-4.557,1
628,2023-12-14T04:50:00+00:00,402.22,2023-12-14T05:00:00+00:00,383.13,-572.7,25.11,-597.81,-4.954,2
629,2023-12-15T04:55:00+00:00,520.56,2023-12-15T05:10:00+00:00,509.9,-319.8,33.76,-353.56,-2.264,3
630,2023-12-18T04:55:00+00:00,492.13,2023-12-18T05:05:00+00:00,469.93,-666.0,31.18,-697.18,-4.722,2
631,2023-12-19T04:50:00+00:00,454.1,2023-12-19T06:20:00+00:00,574.48,3611.4,34.71,3576.69,26.255,18
632,2023-12-20T04:50:00+00:00,447.36,2023-12-20T04:55:00+00:00,426.29,-632.1,28.14,-660.24,-4.92,1
633,2023-12-21T04:50:00+00:00,390.46,2023-12-21T04:55:00+00:00,371.15,-579.3,24.56,-603.86,-5.155,1
634,2023-12-22T04:55:00+00:00,326.67,2023-12-22T05:00:00+00:00,309.33,-520.2,20.66,-540.86,-5.519,1
635,2023-12-26T04:50:00+00:00,217.9,2023-12-26T06:55:00+00:00,337.99,3602.7,18.82,3583.88,54.825,25
636,2023-12-27T04:55:00+00:00,156.92,2023-12-27T06:30:00+00:00,279.52,3678.0,15.06,3662.94,77.809,19
637,2023-12-28T05:40:00+00:00,171.0,2023-12-28T06:25:00+00:00,150.26,-622.2,10.41,-632.61,-12.332,9
638,2023-12-29T04:50:00+00:00,895.76,2023-12-29T04:55:00+00:00,876.21,-586.5,57.85,-644.35,-2.398,1
639,2024-01-01T04:55:00+00:00,604.59,2024-01-01T05:00:00+00:00,588.6,-479.7,39.51,-519.21,-2.863,1
640,2024-01-02T04:55:00+00:00,611.14,2024-01-02T06:05:00+00:00,592.57,-557.1,39.75,-596.85,-3.255,14
641,2024-01-03T04:50:00+00:00,567.86,2024-01-03T04:55:00+00:00,549.5,-550.8,36.76,-587.56,-3.449,1
642,2024-01-04T05:35:00+00:00,744.53,2024-01-04T09:50:00+00:00,847.43,3087.0,53.7,3033.3,13.58,51
643,2024-01-05T04:50:00+00:00,513.5,2024-01-05T05:45:00+00:00,611.42,2937.6,36.94,2900.66,18.829,11
644,2024-01-08T04:50:00+00:00,458.77,2024-01-08T04:55:00+00:00,440.9,-536.1,28.74,-564.84,-4.104,1
645,2024-01-09T04:50:00+00:00,582.3,2024-01-09T08:35:00+00:00,566.83,-464.1,38.49,-502.59,-2.877,45
646,2024-01-10T04:50:00+00:00,561.14,2024-01-10T04:55:00+00:00,540.88,-607.8,36.41,-644.21,-3.827,1
647,2024-01-11T05:00:00+00:00,560.64,2024-01-11T05:05:00+00:00,536.47,-725.1,36.29,-761.39,-4.527,1
648,2024-01-12T05:00:00+00:00,537.28,2024-01-12T06:35:00+00:00,525.83,-343.5,34.51,-378.01,-2.345,19
649,2024-01-15T05:00:00+00:00,483.02,2024-01-15T06:05:00+00:00,462.6,-612.6,30.8,-643.4,-4.44,13
650,2024-01-16T04:55:00+00:00,382.52,2024-01-16T05:00:00+00:00,363.57,-568.5,24.2,-592.7,-5.165,1
651,2024-01-17T04:55:00+00:00,337.68,2024-01-17T05:05:00+00:00,438.78,3033.0,25.9,3007.1,29.684,2
652,2024-01-18T05:05:00+00:00,332.29,2024-01-18T05:10:00+00:00,312.86,-582.9,20.87,-603.77,-6.057,1
653,2024-01-19T05:00:00+00:00,347.96,2024-01-19T05:25:00+00:00,329.68,-548.4,21.62,-570.02,-5.461,5
654,2024-01-20T04:55:00+00:00,340.99,2024-01-20T05:05:00+00:00,320.27,-621.6,21.25,-642.85,-6.284,2
655,2024-01-23T04:55:00+00:00,194.46,2024-01-23T05:10:00+00:00,323.07,3858.3,17.93,3840.37,65.83,3
656,2024-01-24T04:50:00+00:00,130.27,2024-01-24T05:10:00+00:00,111.63,-559.2,7.58,-566.78,-14.503,4
657,2024-01-25T04:50:00+00:00,122.66,2024-01-25T04:55:00+00:00,104.94,-531.6,7.25,-538.85,-14.643,1
658,2024-01-29T04:50:00+00:00,911.24,2024-01-29T05:20:00+00:00,893.08,-544.8,59.6,-604.4,-2.211,6
659,2024-01-30T04:55:00+00:00,974.39,2024-01-30T05:00:00+00:00,948.14,-787.5,63.33,-850.83,-2.911,1
660,2024-01-31T05:05:00+00:00,972.75,2024-01-31T05:10:00+00:00,949.34,-702.3,63.32,-765.62,-2.624,1
661,2024-02-01T05:00:00+00:00,888.98,2024-02-01T05:25:00+00:00,870.54,-553.2,57.57,-610.77,-2.29,5
662,2024-02-02T04:50:00+00:00,641.87,2024-02-02T05:40:00+00:00,619.9,-659.1,42.09,-701.19,-3.641,10
663,2024-02-05T04:50:00+00:00,649.39,2024-02-05T04:55:00+00:00,634.3,-452.7,42.6,-495.3,-2.542,1
664,2024-02-06T04:50:00+00:00,624.78,2024-02-06T06:05:00+00:00,608.85,-477.9,40.44,-518.34,-2.765,15
665,2024-02-07T05:05:00+00:00,639.8,2024-02-07T06:05:00+00:00,743.65,3115.5,46.9,3068.6,15.987,12
666,2024-02-08T05:10:00+00:00,787.25,2024-02-08T05:15:00+00:00,761.74,-765.3,50.71,-816.01,-3.455,1
667,2024-02-09T04:50:00+00:00,606.03,2024-02-09T05:35:00+00:00,711.16,3153.9,44.37,3109.53,17.103,9
668,2024-02-12T04:55:00+00:00,571.28,2024-02-12T05:35:00+00:00,548.61,-680.1,36.82,-716.92,-4.183,8
