trade_num,entry_date,entry_premium,exit_date,exit_premium,profit_inr,costs_inr,net_profit_inr,net_profit_pct,bars_held
239,2022-05-19T04:50:00+00:00,443.95,2022-05-19T04:55:00+00:00,425.94,-540.3,28.06,-568.36,-4.267,1
240,2022-05-20T04:50:00+00:00,364.01,2022-05-20T04:55:00+00:00,352.78,-336.9,23.53,-360.43,-3.301,1
241,2022-05-23T04:55:00+00:00,308.95,2022-05-23T05:00:00+00:00,287.64,-639.3,18.75,-658.05,-7.1,1
242,2022-05-24T04:50:00+00:00,237.06,2022-05-24T04:55:00+00:00,220.16,-507.0,14.54,-521.54,-7.333,1
243,2022-05-25T04:50:00+00:00,180.01,2022-05-25T04:55:00+00:00,171.13,-266.4,11.1,-277.5,-5.139,1
244,2022-05-26T04:50:00+00:00,174.92,2022-05-26T04:55:00+00:00,162.11,-384.3,10.77,-395.07,-7.529,1
245,2022-05-27T05:05:00+00:00,828.07,2022-05-27T05:10:00+00:00,807.82,-607.5,53.72,-661.22,-2.662,1
246,2022-05-30T05:45:00+00:00,974.47,2022-05-30T05:50:00+00:00,953.59,-626.4,63.45,-689.85,-2.36,1
247,2022-05-31T04:50:00+00:00,716.77,2022-05-31T04:55:00+00:00,700.41,-490.8,46.67,-537.47,-2.5,1
248,2022-06-01T04:50:00+00:00,926.69,2022-06-01T07:35:00+00:00,896.82,-896.1,60.04,-956.14,-3.439,33
249,2022-06-02T04:55:00+00:00,705.66,2022-06-02T05:00:00+00:00,687.19,-554.1,46.11,-600.21,-2.835,1
250,2022-06-03T05:00:00+00:00,658.63,2022-06-03T07:55:00+00:00,753.24,2838.3,47.55,2790.75,14.124,35
251,2022-06-06T04:50:00+00:00,780.79,2022-06-06T05:00:00+00:00,764.54,-487.5,50.63,-538.13,-2.297,2
252,2022-06-07T05:00:00+00:00,817.35,2022-06-07T05:05:00+00:00,798.96,-551.7,53.27,-604.97,-2.467,1
253,2022-06-08T05:05:00+00:00,774.43,2022-06-08T05:10:00+00:00,885.98,3346.5,56.28,3290.22,14.162,1
254,2022-06-09T04:55:00+00:00,699.69,2022-06-09T09:20:00+00:00,808.09,3252.0,50.76,3201.24,15.251,53
255,2022-06-10T04:50:00+00:00,704.81,2022-06-10T05:55:00+00:00,685.15,-589.8,46.05,-635.85,-3.007,13
256,2022-06-13T04:50:00+00:00,551.08,2022-06-13T04:55:00+00:00,533.56,-525.6,35.01,-560.61,-3.391,1
257,2022-06-14T04:50:00+00:00,691.93,2022-06-14T05:30:00+00:00,795.16,3096.9,50.29,3046.61,14.677,8
258,2022-06-15T04:50:00+00:00,632.21,2022-06-15T05:00:00+00:00,621.2,-330.3,41.9,-372.2,-1.962,2
259,2022-06-16T04:55:00+00:00,488.35,2022-06-16T05:05:00+00:00,475.5,-385.5,31.22,-416.72,-2.844,2
260,2022-06-17T05:05:00+00:00,631.25,2022-06-17T05:15:00+00:00,613.69,-526.8,41.7,-568.5,-3.002,2
261,2022-06-20T04:50:00+00:00,508.97,2022-06-20T04:55:00+00:00,489.49,-584.4,32.02,-616.42,-4.037,1
262,2022-06-21T04:55:00+00:00,455.83,2022-06-21T05:05:00+00:00,435.98,-595.5,28.56,-624.06,-4.564,2
263,2022-06-22T04:50:00+00:00,444.97,2022-06-22T05:50:00+00:00,422.77,-666.0,28.01,-694.01,-5.199,12
264,2022-06-23T05:15:00+00:00,344.65,2022-06-23T05:30:00+00:00,327.55,-513.0,21.5,-534.5,-5.169,3
265,2022-06-24T04:50:00+00:00,320.79,2022-06-24T05:10:00+00:00,299.39,-642.0,20.3,-662.3,-6.882,4
266,2022-06-27T04:50:00+00:00,255.97,2022-06-27T04:55:00+00:00,236.72,-577.5,15.36,-592.86,-7.72,1
267,2022-06-28T05:00:00+00:00,199.35,2022-06-28T05:15:00+00:00,184.21,-454.2,11.84,-466.04,-7.793,3
268,2022-06-29T04:50:00+00:00,158.39,2022-06-29T05:25:00+00:00,138.9,-584.7,9.85,-594.55,-12.512,7
269,2022-06-30T04:50:00+00:00,166.26,2022-06-30T04:55:00+00:00,146.03,-606.9,10.2,-617.1,-12.372,1
270,2022-07-01T04:55:00+00:00,877.58,2022-07-01T07:35:00+00:00,975.43,2935.5,61.72,2873.78,10.916,32
271,2022-07-04T04:55:00+00:00,810.13,2022-07-04T05:00:00+00:00,788.23,-657.0,52.85,-709.85,-2.921,1
272,2022-07-05T04:55:00+00:00,752.7,2022-07-05T08:10:00+00:00,730.26,-673.2,49.19,-722.39,-3.199,39
273,2022-07-06T05:00:00+00:00,757.55,2022-07-06T06:05:00+00:00,741.42,-483.9,49.56,-533.46,-2.347,13
274,2022-07-07T04:55:00+00:00,756.87,2022-07-07T07:45:00+00:00,864.79,3237.6,54.39,3183.21,14.019,34
275,2022-07-08T05:00:00+00:00,702.48,2022-07-08T05:50:00+00:00,682.34,-604.2,45.93,-650.13,-3.085,10
276,2022-07-11T05:00:00+00:00,609.24,2022-07-11T05:05:00+00:00,589.28,-598.8,39.63,-638.43,-3.493,1
277,2022-07-12T05:00:00+00:00,581.0,2022-07-12T05:10:00+00:00,562.96,-541.2,38.38,-579.58,-3.325,2
278,2022-07-13T04:50:00+00:00,488.64,2022-07-13T07:25:00+00:00,597.33,3260.7,36.04,3224.66,21.998,31
279,2022-07-14T04:55:00+00:00,459.49,2022-07-14T05:20:00+00:00,442.35,-514.2,28.79,-542.99,-3.939,5
280,2022-07-15T04:55:00+00:00,441.4,2022-07-15T05:00:00+00:00,421.34,-601.8,27.89,-629.69,-4.755,1
281,2022-07-18T04:50:00+00:00,355.53,2022-07-18T05:10:00+00:00,341.61,-417.6,22.07,-439.67,-4.122,4
282,2022-07-19T04:50:00+00:00,350.93,2022-07-19T04:55:00+00:00,337.07,-415.8,21.86,-437.66,-4.157,1
283,2022-07-20T04:50:00+00:00,316.13,2022-07-20T04:55:00+00:00,303.55,-377.4,20.29,-397.69,-4.193,1
284,2022-07-21T05:00:00+00:00,320.39,2022-07-21T05:30:00+00:00,300.94,-583.5,20.33,-603.83,-6.282,6
285,2022-07-22T06:20:00+00:00,323.36,2022-07-22T07:25:00+00:00,435.33,3359.1,25.49,3333.61,34.364,13
286,2022-07-25T04:55:00+00:00,215.47,2022-07-25T07:45:00+00:00,197.33,-544.2,13.52,-557.72,-8.628,34
287,2022-07-26T04:50:00+00:00,182.17,2022-07-26T04:55:00+00:00,164.57,-528.0,10.99,-538.99,-9.862,1
288,2022-07-27T04:50:00+00:00,161.26,2022-07-27T04:55:00+00:00,139.95,-639.3,9.94,-649.24,-13.42,1
289,2022-07-28T04:50:00+00:00,116.13,2022-07-28T09:50:00+00:00,179.01,1886.4,9.8,1876.6,53.865,60
290,2022-07-29T04:55:00+00:00,590.99,2022-07-29T05:35:00+00:00,571.24,-592.5,38.8,-631.3,-3.561,8
291,2022-08-01T05:15:00+00:00,748.95,2022-08-01T08:30:00+00:00,862.0,3391.5,54.14,3337.36,14.854,39
292,2022-08-02T04:50:00+00:00,764.63,2022-08-02T06:05:00+00:00,870.14,3165.3,54.69,3110.61,13.56,15
293,2022-08-03T04:55:00+00:00,619.2,2022-08-03T07:20:00+00:00,587.83,-941.1,39.83,-980.93,-5.281,29
294,2022-08-04T05:05:00+00:00,604.95,2022-08-04T05:45:00+00:00,719.56,3438.3,44.54,3393.76,18.7,8
295,2022-08-05T04:50:00+00:00,586.82,2022-08-05T04:55:00+00:00,568.97,-535.5,38.65,-574.15,-3.261,1
296,2022-08-08T04:50:00+00:00,707.02,2022-08-08T07:10:00+00:00,817.95,3327.9,51.16,3276.74,15.449,28
297,2022-08-10T04:50:00+00:00,663.56,2022-08-10T04:55:00+00:00,640.66,-687.0,43.07,-730.07,-3.667,1
298,2022-08-11T05:05:00+00:00,605.85,2022-08-11T05:55:00+00:00,590.5,-460.5,39.58,-500.08,-2.751,10
299,2022-08-12T04:55:00+00:00,545.52,2022-08-12T05:05:00+00:00,532.92,-378.0,34.86,-412.86,-2.523,2
300,2022-08-16T04:50:00+00:00,451.31,2022-08-16T05:45:00+00:00,432.77,-556.2,28.38,-584.58,-4.318,11
301,2022-08-17T05:35:00+00:00,453.76,2022-08-17T06:15:00+00:00,432.68,-632.4,28.44,-660.84,-4.855,8
302,2022-08-18T04:50:00+00:00,378.02,2022-08-18T06:25:00+00:00,489.13,3333.3,28.99,3304.31,29.137,19
303,2022-08-19T05:25:00+00:00,315.2,2022-08-19T05:35:00+00:00,419.56,3130.8,24.94,3105.86,32.845,2
304,2022-08-22T05:15:00+00:00,248.31,2022-08-22T05:20:00+00:00,229.94,-551.1,15.03,-566.13,-7.6,1
305,2022-08-23T05:00:00+00:00,207.08,2022-08-23T05:35:00+00:00,320.64,3406.8,18.17,3388.63,54.546,7
306,2022-08-24T04:55:00+00:00,141.25,2022-08-24T05:00:00+00:00,122.87,-551.4,8.09,-559.49,-13.203,1
307,2022-08-25T04:50:00+00:00,152.61,2022-08-25T04:55:00+00:00,139.91,-381.0,9.74,-390.74,-8.535,1
308,2022-08-26T04:50:00+00:00,766.54,2022-08-26T04:55:00+00:00,745.98,-616.8,49.87,-666.67,-2.899,1
309,2022-08-29T04:55:00+00:00,776.18,2022-08-29T07:00:00+00:00,757.1,-572.4,50.35,-622.75,-2.674,25
310,2022-08-30T04:50:00+00:00,713.8,2022-08-30T04:55:00+00:00,701.91,-356.7,46.64,-403.34,-1.884,1
311,2022-09-01T04:55:00+00:00,984.93,2022-09-01T05:00:00+00:00,963.37,-646.8,63.92,-710.72,-2.405,1
312,2022-09-02T04:55:00+00:00,963.21,2022-09-02T05:10:00+00:00,938.27,-748.2,62.84,-811.04,-2.807,3
313,2022-09-05T05:10:00+00:00,711.52,2022-09-05T05:15:00+00:00,695.12,-492.0,46.43,-538.43,-2.522,1
314,2022-09-06T04:50:00+00:00,713.71,2022-09-06T05:25:00+00:00,682.83,-926.4,46.2,-972.6,-4.542,7
315,2022-09-07T04:55:00+00:00,673.58,2022-09-07T06:20:00+00:00,645.33,-847.5,43.41,-890.91,-4.409,17
316,2022-09-08T04:50:00+00:00,779.26,2022-09-08T05:00:00+00:00,758.11,-634.5,50.45,-684.95,-2.93,2
317,2022-09-09T04:50:00+00:00,741.09,2022-09-09T05:35:00+00:00,719.72,-641.1,47.68,-688.78,-3.098,9
318,2022-09-12T05:05:00+00:00,578.49,2022-09-12T05:55:00+00:00,559.33,-574.8,37.23,-612.03,-3.527,10
319,2022-09-13T04:55:00+00:00,548.98,2022-09-13T05:10:00+00:00,536.34,-379.2,35.02,-414.22,-2.515,3
320,2022-09-14T05:05:00+00:00,638.39,2022-09-14T05:10:00+00:00,616.69,-651.0,41.94,-692.94,-3.618,1
321,2022-09-15T04:50:00+00:00,658.62,2022-09-15T04:55:00+00:00,642.62,-480.0,43.0,-523.0,-2.647,1
322,2022-09-16T05:00:00+00:00,637.04,2022-09-16T07:20:00+00:00,625.12,-357.6,42.1,-399.7,-2.091,28
323,2022-09-19T05:20:00+00:00,494.47,2022-09-19T05:25:00+00:00,475.11,-580.8,31.35,-612.15,-4.127,1
324,2022-09-20T05:00:00+00:00,444.3,2022-09-20T06:50:00+00:00,429.05,-457.5,28.14,-485.64,-3.643,22
325,2022-09-21T04:55:00+00:00,501.36,2022-09-21T06:00:00+00:00,479.85,-645.3,31.62,-676.92,-4.501,13
326,2022-09-22T04:50:00+00:00,408.08,2022-09-22T05:50:00+00:00,512.3,3126.6,31.22,3095.38,25.284,12
327,2022-09-23T04:50:00+00:00,379.3,2022-09-23T04:55:00+00:00,360.83,-554.1,24.06,-578.16,-5.081,1
328,2022-09-26T04:55:00+00:00,296.73,2022-09-26T05:00:00+00:00,278.75,-539.4,18.27,-557.67,-6.265,1
329,2022-09-27T05:05:00+00:00,244.82,2022-09-27T05:10:00+00:00,227.28,-526.2,14.88,-541.08,-7.367,1
330,2022-09-28T05:00:00+00:00,184.14,2022-09-28T05:55:00+00:00,164.17,-599.1,11.03,-610.13,-11.045,11
331,2022-09-29T05:15:00+00:00,178.83,2022-09-29T05:20:00+00:00,158.53,-609.0,10.78,-619.78,-11.552,1
332,2022-09-30T04:50:00+00:00,958.95,2022-09-30T04:55:00+00:00,935.84,-693.3,62.69,-755.99,-2.628,1
333,2022-10-03T05:50:00+00:00,921.94,2022-10-03T06:05:00+00:00,896.72,-756.6,59.93,-816.53,-2.952,3
334,2022-10-04T05:00:00+00:00,698.8,2022-10-04T06:25:00+00:00,671.03,-833.1,45.58,-878.68,-4.191,17
335,2022-10-06T04:55:00+00:00,654.16,2022-10-06T05:30:00+00:00,632.52,-649.2,42.67,-691.87,-3.525,7
336,2022-10-07T04:55:00+00:00,620.85,2022-10-07T05:10:00+00:00,602.8,-541.5,40.21,-581.71,-3.123,3
337,2022-10-10T04:50:00+00:00,721.21,2022-10-10T06:00:00+00:00,830.7,3284.7,52.78,3231.92,14.937,14
338,2022-10-11T04:50:00+00:00,717.03,2022-10-11T04:55:00+00:00,696.57,-613.8,46.59,-660.39,-3.07,1
339,2022-10-12T04:55:00+00:00,675.04,2022-10-12T05:05:00+00:00,658.32,-501.6,43.74,-545.34,-2.693,2
340,2022-10-13T04:55:00+00:00,561.29,2022-10-13T06:10:00+00:00,663.06,3053.1,41.23,3011.87,17.887,15
341,2022-10-14T05:00:00+00:00,523.71,2022-10-14T05:25:00+00:00,501.56,-664.5,32.64,-697.14,-4.437,5
342,2022-10-17T04:50:00+00:00,535.36,2022-10-17T04:55:00+00:00,513.45,-657.3,34.18,-691.48,-4.305,1
343,2022-10-18T04:55:00+00:00,485.07,2022-10-18T05:10:00+00:00,467.31,-532.8,30.96,-563.76,-3.874,3
344,2022-10-19T04:50:00+00:00,438.99,2022-10-19T04:55:00+00:00,419.53,-583.8,27.79,-611.59,-4.644,1
345,2022-10-20T04:50:00+00:00,398.99,2022-10-20T04:55:00+00:00,379.4,-587.7,24.95,-612.65,-5.118,1
346,2022-10-21T04:50:00+00:00,334.85,2022-10-21T05:00:00+00:00,315.6,-577.5,21.0,-598.5,-5.958,2
347,2022-10-25T04:50:00+00:00,199.24,2022-10-25T06:30:00+00:00,179.08,-604.8,11.72,-616.52,-10.315,20
348,2022-10-27T04:55:00+00:00,152.74,2022-10-27T05:00:00+00:00,132.23,-615.3,8.57,-623.87,-13.615,1
349,2022-10-28T05:00:00+00:00,625.04,2022-10-28T05:05:00+00:00,607.02,-540.6,40.41,-581.01,-3.099,1
350,2022-10-31T05:45:00+00:00,753.01,2022-10-31T09:50:00+00:00,821.17,2044.8,52.29,1992.51,8.82,49
351,2022-11-01T04:50:00+00:00,589.54,2022-11-01T05:10:00+00:00,575.73,-414.3,38.87,-453.17,-2.562,4
352,2022-11-02T04:50:00+00:00,590.55,2022-11-02T07:15:00+00:00,686.38,2874.9,43.44,2831.46,15.982,29
353,2022-11-03T05:00:00+00:00,733.84,2022-11-03T05:05:00+00:00,712.26,-647.4,47.34,-694.74,-3.156,1
354,2022-11-04T04:50:00+00:00,512.73,2022-11-04T05:35:00+00:00,486.94,-773.7,32.05,-805.75,-5.238,9
355,2022-11-07T04:50:00+00:00,509.25,2022-11-07T07:55:00+00:00,617.79,3256.2,37.99,3218.21,21.065,37
356,2022-11-09T05:00:00+00:00,592.13,2022-11-09T05:10:00+00:00,579.8,-369.9,39.02,-408.92,-2.302,2
357,2022-11-10T04:55:00+00:00,459.35,2022-11-10T07:20:00+00:00,551.02,2750.1,33.3,2716.8,19.715,29
358,2022-11-11T04:50:00+00:00,408.18,2022-11-11T05:20:00+00:00,392.61,-467.1,25.46,-492.56,-4.022,6
359,2022-11-14T05:00:00+00:00,377.4,2022-11-14T05:10:00+00:00,369.43,-239.1,24.22,-263.32,-2.326,2
360,2022-11-15T04:50:00+00:00,446.36,2022-11-15T04:55:00+00:00,430.24,-483.6,28.21,-511.81,-3.822,1
361,2022-11-16T04:55:00+00:00,425.98,2022-11-16T05:00:00+00:00,405.84,-604.2,27.18,-631.38,-4.941,1
362,2022-11-17T05:05:00+00:00,309.46,2022-11-17T05:15:00+00:00,293.72,-472.2,19.91,-492.11,-5.301,2
363,2022-11-18T05:10:00+00:00,289.56,2022-11-18T09:35:00+00:00,261.31,-847.5,17.7,-865.2,-9.96,53
364,2022-11-21T04:50:00+00:00,247.96,2022-11-21T04:55:00+00:00,227.63,-609.9,14.97,-624.87,-8.4,1
365,2022-11-22T04:55:00+00:00,184.32,2022-11-22T05:35:00+00:00,168.16,-484.8,11.13,-495.93,-8.969,8
366,2022-11-23T05:05:00+00:00,143.44,2022-11-23T05:15:00+00:00,134.63,-264.3,9.41,-273.71,-6.361,2
367,2022-11-24T05:20:00+00:00,105.4,2022-11-24T06:55:00+00:00,90.49,-447.3,6.52,-453.82,-14.352,19
368,2022-11-25T04:50:00+00:00,807.46,2022-11-25T05:25:00+00:00,782.83,-738.9,52.67,-791.57,-3.268,7
369,2022-11-28T04:55:00+00:00,813.11,2022-11-28T05:00:00+00:00,797.25,-475.8,53.13,-528.93,-2.168,1
370,2022-11-29T04:55:00+00:00,814.58,2022-11-29T05:55:00+00:00,804.06,-315.6,53.32,-368.92,-1.51,12
371,2022-11-30T04:50:00+00:00,564.0,2022-11-30T09:30:00+00:00,559.93,-122.1,36.91,-159.01,-0.94,56
372,2022-12-01T04:50:00+00:00,524.68,2022-12-01T04:55:00+00:00,514.54,-304.2,33.96,-338.16,-2.148,1
373,2022-12-02T05:20:00+00:00,544.09,2022-12-02T05:35:00+00:00,524.07,-600.6,34.63,-635.23,-3.892,3
374,2022-12-05T04:50:00+00:00,691.08,2022-12-05T07:15:00+00:00,793.75,3080.1,50.23,3029.87,14.614,29
375,2022-12-06T04:50:00+00:00,545.86,2022-12-06T04:55:00+00:00,536.63,-276.9,34.96,-311.86,-1.904,1
376,2022-12-07T05:10:00+00:00,501.05,2022-12-07T05:20:00+00:00,600.68,2988.9,36.4,2952.5,19.642,2
377,2022-12-08T05:40:00+00:00,649.16,2022-12-08T07:10:00+00:00,629.08,-602.4,42.47,-644.87,-3.311,18
378,2022-12-09T04:55:00+00:00,480.37,2022-12-09T07:05:00+00:00,590.86,3314.7,35.7,3279.0,22.753,26
379,2022-12-12T04:50:00+00:00,586.64,2022-12-12T05:35:00+00:00,565.48,-634.8,38.56,-673.36,-3.826,9
380,2022-12-13T04:50:00+00:00,553.69,2022-12-13T07:15:00+00:00,523.32,-911.1,34.83,-945.93,-5.695,29
381,2022-12-14T04:55:00+00:00,487.83,2022-12-14T09:05:00+00:00,471.86,-479.1,31.13,-510.23,-3.486,50
382,2022-12-15T04:55:00+00:00,484.76,2022-12-15T05:20:00+00:00,460.61,-724.5,30.8,-755.3,-5.194,5
383,2022-12-16T04:50:00+00:00,412.59,2022-12-16T05:00:00+00:00,395.06,-525.9,25.62,-551.52,-4.456,2
384,2022-12-19T04:50:00+00:00,462.02,2022-12-19T07:15:00+00:00,438.56,-703.8,28.76,-732.56,-5.285,29
385,2022-12-20T04:50:00+00:00,353.92,2022-12-20T05:20:00+00:00,338.16,-472.8,21.96,-494.76,-4.66,6
386,2022-12-21T04:50:00+00:00,325.15,2022-12-21T06:40:00+00:00,429.3,3124.5,25.39,3099.11,31.771,22
387,2022-12-22T04:55:00+00:00,344.12,2022-12-22T05:00:00+00:00,327.32,-504.0,21.48,-525.48,-5.09,1
388,2022-12-23T04:50:00+00:00,331.43,2022-12-23T05:00:00+00:00,309.34,-662.7,20.77,-683.47,-6.874,2
389,2022-12-26T04:50:00+00:00,242.95,2022-12-26T04:55:00+00:00,223.27,-590.4,14.75,-605.15,-8.303,1
390,2022-12-27T05:00:00+00:00,204.57,2022-12-27T05:40:00+00:00,183.72,-625.5,11.95,-637.45,-10.387,8
391,2022-12-28T04:55:00+00:00,118.29,2022-12-28T05:05:00+00:00,101.54,-502.5,7.07,-509.57,-14.359,2
392,2022-12-29T04:55:00+00:00,120.75,2022-12-29T07:35:00+00:00,231.91,3334.8,12.13,3322.67,91.723,32
393,2022-12-30T04:55:00+00:00,774.61,2022-12-30T05:25:00+00:00,753.82,-623.7,50.24,-673.94,-2.9,6
394,2023-01-02T05:00:00+00:00,592.19,2023-01-02T05:05:00+00:00,570.94,-637.5,38.82,-676.32,-3.807,1
395,2023-01-03T05:10:00+00:00,551.72,2023-01-03T05:25:00+00:00,533.66,-541.8,35.02,-576.82,-3.485,3
396,2023-01-04T05:35:00+00:00,563.65,2023-01-04T06:35:00+00:00,683.63,3599.4,42.76,3556.64,21.033,12
397,2023-01-05T05:55:00+00:00,538.31,2023-01-05T07:45:00+00:00,648.37,3301.8,39.36,3262.44,20.202,22
398,2023-01-06T05:05:00+00:00,510.45,2023-01-06T05:20:00+00:00,490.82,-588.9,32.09,-620.99,-4.055,3
399,2023-01-09T04:55:00+00:00,607.55,2023-01-09T05:05:00+00:00,583.55,-720.0,39.46,-759.46,-4.167,2
400,2023-01-10T05:05:00+00:00,458.82,2023-01-10T05:25:00+00:00,440.8,-540.6,28.74,-569.34,-4.136,4
401,2023-01-11T05:25:00+00:00,471.53,2023-01-11T05:55:00+00:00,451.12,-612.3,29.27,-641.57,-4.535,6
402,2023-01-12T04:50:00+00:00,473.45,2023-01-12T06:25:00+00:00,576.77,3099.6,35.21,3064.39,21.575,19
403,2023-01-13T04:50:00+00:00,506.86,2023-01-13T05:05:00+00:00,482.36,-735.0,31.81,-766.81,-5.043,3
404,2023-01-16T04:50:00+00:00,347.02,2023-01-16T06:25:00+00:00,448.0,3029.4,26.33,3003.07,28.846,19
405,2023-01-17T05:05:00+00:00,384.94,2023-01-17T05:10:00+00:00,365.21,-591.9,24.3,-616.2,-5.336,1
406,2023-01-18T04:50:00+00:00,301.81,2023-01-18T05:45:00+00:00,283.3,-555.3,18.49,-573.79,-6.337,11
407,2023-01-19T04:55:00+00:00,342.64,2023-01-19T05:15:00+00:00,323.54,-573.0,21.36,-594.36,-5.782,4
408,2023-01-20T04:50:00+00:00,282.61,2023-01-20T05:25:00+00:00,261.33,-638.4,17.54,-655.94,-7.737,7
409,2023-01-23T05:05:00+00:00,162.54,2023-01-23T05:10:00+00:00,143.72,-564.6,10.06,-574.66,-11.785,1
410,2023-01-24T05:05:00+00:00,131.93,2023-01-24T05:35:00+00:00,111.69,-607.2,7.62,-614.82,-15.534,6
411,2023-01-25T05:00:00+00:00,128.15,2023-01-25T05:05:00+00:00,109.39,-562.8,7.48,-570.28,-14.834,1
412,2023-01-27T05:10:00+00:00,805.2,2023-01-27T05:15:00+00:00,789.62,-467.4,52.77,-520.17,-2.153,1
413,2023-01-30T05:00:00+00:00,692.62,2023-01-30T05:15:00+00:00,796.2,3107.4,50.33,3057.07,14.713,3
414,2023-01-31T05:00:00+00:00,810.06,2023-01-31T05:35:00+00:00,788.08,-659.4,52.85,-712.25,-2.931,7
415,2023-02-01T04:55:00+00:00,711.58,2023-02-01T05:45:00+00:00,696.97,-438.3,46.48,-484.78,-2.271,10
416,2023-02-02T05:00:00+00:00,593.57,2023-02-02T05:05:00+00:00,569.45,-723.6,38.81,-762.41,-4.281,1
417,2023-02-03T04:55:00+00:00,515.47,2023-02-03T05:10:00+00:00,625.98,3315.3,38.32,3276.98,21.191,3
418,2023-02-06T04:50:00+00:00,495.68,2023-02-06T05:05:00+00:00,598.96,3098.4,36.24,3062.16,20.592,3
419,2023-02-07T04:55:00+00:00,578.52,2023-02-07T05:55:00+00:00,550.34,-845.4,37.03,-882.43,-5.084,12
420,2023-02-08T05:10:00+00:00,405.61,2023-02-08T05:30:00+00:00,385.2,-612.3,25.23,-637.53,-5.239,4
421,2023-02-09T04:50:00+00:00,393.93,2023-02-09T04:55:00+00:00,380.68,-397.5,24.86,-422.36,-3.574,1
422,2023-02-10T05:05:00+00:00,370.85,2023-02-10T05:10:00+00:00,351.85,-570.0,23.66,-593.66,-5.336,1
423,2023-02-13T05:00:00+00:00,426.55,2023-02-13T05:55:00+00:00,405.14,-642.3,27.18,-669.48,-5.232,11
424,2023-02-14T04:50:00+00:00,333.02,2023-02-14T04:55:00+00:00,321.76,-337.8,21.1,-358.9,-3.592,1
425,2023-02-15T04:50:00+00:00,356.31,2023-02-15T04:55:00+00:00,338.06,-547.5,22.01,-569.51,-5.328,1
426,2023-02-16T04:50:00+00:00,295.83,2023-02-16T05:25:00+00:00,279.85,-479.4,18.27,-497.67,-5.608,7
427,2023-02-17T05:30:00+00:00,264.82,2023-02-17T05:35:00+00:00,245.7,-573.6,16.77,-590.37,-7.431,1
428,2023-02-20T05:00:00+00:00,167.48,2023-02-20T05:05:00+00:00,150.04,-523.2,10.32,-533.52,-10.619,1
429,2023-02-21T04:50:00+00:00,188.63,2023-02-21T06:35:00+00:00,168.1,-615.9,11.22,-627.12,-11.082,21
430,2023-02-22T04:50:00+00:00,105.71,2023-02-22T05:00:00+00:00,90.85,-445.8,6.53,-452.33,-14.263,2
431,2023-02-23T04:50:00+00:00,119.89,2023-02-23T04:55:00+00:00,97.53,-670.8,7.01,-677.81,-18.845,1
432,2023-02-24T04:50:00+00:00,834.31,2023-02-24T04:55:00+00:00,814.91,-582.0,54.02,-636.02,-2.541,1
433,2023-02-27T04:55:00+00:00,816.55,2023-02-27T05:00:00+00:00,794.47,-662.4,53.14,-715.54,-2.921,1
434,2023-02-28T04:50:00+00:00,730.27,2023-02-28T05:15:00+00:00,718.88,-341.7,47.41,-389.11,-1.776,5
435,2023-03-01T05:00:00+00:00,707.18,2023-03-01T05:05:00+00:00,687.23,-598.5,46.15,-644.65,-3.039,1
436,2023-03-02T04:50:00+00:00,494.34,2023-03-02T04:55:00+00:00,471.73,-678.3,31.27,-709.57,-4.785,1
437,2023-03-03T04:50:00+00:00,607.85,2023-03-03T05:15:00+00:00,728.3,3613.5,45.81,3567.69,19.565,5
438,2023-03-06T04:50:00+00:00,407.88,2023-03-06T04:55:00+00:00,399.78,-243.0,25.62,-268.62,-2.195,1
439,2023-03-08T04:50:00+00:00,417.75,2023-03-08T04:55:00+00:00,400.49,-517.8,26.87,-544.67,-4.346,1
440,2023-03-09T05:00:00+00:00,541.83,2023-03-09T05:05:00+00:00,520.12,-651.3,34.48,-685.78,-4.219,1
441,2023-03-10T04:50:00+00:00,572.59,2023-03-10T04:55:00+00:00,551.43,-634.8,36.92,-671.72,-3.91,1
442,2023-03-13T05:00:00+00:00,393.26,2023-03-13T05:05:00+00:00,376.27,-509.7,24.74,-534.44,-4.53,1
443,2023-03-14T04:50:00+00:00,463.06,2023-03-14T05:35:00+00:00,557.93,2846.1,33.54,2812.56,20.246,9
444,2023-03-15T05:05:00+00:00,435.07,2023-03-15T05:50:00+00:00,413.16,-657.3,27.56,-684.86,-5.247,9
445,2023-03-16T04:50:00+00:00,551.64,2023-03-16T05:05:00+00:00,666.79,3454.5,41.09,3413.41,20.626,3
446,2023-03-17T04:55:00+00:00,397.8,2023-03-17T05:00:00+00:00,379.4,-552.0,24.92,-576.92,-4.834,1
447,2023-03-20T04:55:00+00:00,380.68,2023-03-20T05:05:00+00:00,358.12,-676.8,24.03,-700.83,-6.137,2
448,2023-03-21T04:55:00+00:00,335.5,2023-03-21T05:00:00+00:00,318.19,-519.3,21.07,-540.37,-5.369,1
449,2023-03-22T04:50:00+00:00,300.92,2023-03-22T04:55:00+00:00,281.53,-581.7,18.43,-600.13,-6.648,1
450,2023-03-23T04:50:00+00:00,327.51,2023-03-23T05:20:00+00:00,309.39,-543.6,20.68,-564.28,-5.743,6
451,2023-03-24T04:50:00+00:00,271.64,2023-03-24T04:55:00+00:00,253.32,-549.6,17.1,-566.7,-6.954,1
452,2023-03-27T04:55:00+00:00,179.68,2023-03-27T06:00:00+00:00,296.68,3510.0,16.98,3493.02,64.801,13
453,2023-03-28T04:50:00+00:00,120.2,2023-03-28T04:55:00+00:00,102.9,-519.0,7.14,-526.14,-14.591,1
