Trade number,Type,Date and time,Signal,Price INR,Size (qty),Size (value),Net PnL INR,Return %,Favorable excursion INR,Favorable excursion %,Adverse excursion INR,Adverse excursion %,Cumulative PnL INR,Cumulative PnL %,Duration (bars)
21,Exit long,2024-08-26 12:30,Exit,749.35,160,111704,8192,7.33,12296,11.01,-30496,-27.30,20408.9,20.41,1420
21,Entry long,2024-06-10 09:30,Long,698.15,160,111704,8192,7.33,12296,11.01,-30496,-27.30,20408.9,20.41,1420
22,Exit long,2024-09-09 09:15,Exit,756.6,154,119442.4,-2926,-2.45,4750.9,3.98,-2926,-2.45,17482.9,17.48,29
22,Entry long,2024-09-05 15:30,Long,775.6,154,119442.4,-2926,-2.45,4750.9,3.98,-2926,-2.45,17482.9,17.48,29
23,Exit long,2024-09-18 11:00,Exit,795.7,145,117225.25,-1848.75,-1.58,2958,2.52,-1848.75,-1.58,15634.15,15.63,5
23,Entry long,2024-09-18 09:45,Long,808.45,145,117225.25,-1848.75,-1.58,2958,2.52,-1848.75,-1.58,15634.15,15.63,5
24,Exit long,2024-10-16 09:15,Exit,906.15,127,114738.15,342.9,0.30,4889.5,4.26,-2787.65,-2.43,15977.05,15.98,17
24,Entry long,2024-10-15 11:45,Long,903.45,127,114738.15,342.9,0.30,4889.5,4.26,-2787.65,-2.43,15977.05,15.98,17
25,Exit long,2024-10-21 09:15,Exit,1016.35,116,115217,2679.6,2.33,8207,7.12,-1635.6,-1.42,18656.65,18.66,18
25,Entry long,2024-10-18 11:30,Long,993.25,116,115217,2679.6,2.33,8207,7.12,-1635.6,-1.42,18656.65,18.66,18
26,Exit long,2025-10-28 14:15,Exit,1085.1,109,117578.3,697.6,0.59,2005.6,1.71,-637.65,-0.54,19354.25,19.35,19
26,Entry long,2025-10-28 09:30,Long,1078.7,109,117578.3,697.6,0.59,2005.6,1.71,-637.65,-0.54,19354.25,19.35,19
