Trade number,Type,Date and time,Signal,Price INR,Size (qty),Size (value),Net PnL INR,Return %,Favorable excursion INR,Favorable excursion %,Adverse excursion INR,Adverse excursion %,Cumulative PnL INR,Cumulative PnL %,Duration (bars)
20,Exit long,2024-07-15 14:30,Exit,1365,68,90202,2618,2.90,3434,3.81,-234.6,-0.26,-6327.25,-6.33,33
20,Entry long,2024-07-12 12:45,Long,1326.5,68,90202,2618,2.90,3434,3.81,-234.6,-0.26,-6327.25,-6.33,33
21,Exit long,2024-07-29 09:15,Exit,1351.4,67,93264,-2720.2,-2.92,0,0.00,-2720.2,-2.92,-9047.45,-9.05,2
21,Entry long,2024-07-26 15:30,Long,1392,67,93264,-2720.2,-2.92,0,0.00,-2720.2,-2.92,-9047.45,-9.05,2
22,Exit long,2024-08-05 09:00,Exit,1386,65,90691.25,-601.25,-0.66,61.75,0.07,-601.25,-0.66,-9648.7,-9.65,5
22,Entry long,2024-08-02 14:30,Long,1395.25,65,90691.25,-601.25,-0.66,61.75,0.07,-601.25,-0.66,-9648.7,-9.65,5
23,Exit long,2024-08-08 11:00,Exit,1394.7,64,89459.2,-198.4,-0.22,588.8,0.66,-275.2,-0.31,-9847.1,-9.85,6
23,Entry long,2024-08-08 09:30,Long,1397.8,64,89459.2,-198.4,-0.22,588.8,0.66,-275.2,-0.31,-9847.1,-9.85,6
24,Exit long,2024-08-22 09:15,Exit,1405.3,63,89119.8,-585.9,-0.66,434.7,0.49,-585.9,-0.66,-10433,-10.43,26
24,Entry long,2024-08-21 09:30,Long,1414.6,63,89119.8,-585.9,-0.66,434.7,0.49,-585.9,-0.66,-10433,-10.43,26
